date	user_id	mix_id
22/04/2013 14:31:11		149
22/04/2013 14:31:20		149
22/04/2013 14:32:24		149
22/04/2013 14:33:03		149
05/05/2013 05:05:41		149
22/02/2013 16:59:02		155
23/02/2013 03:43:44		155
27/02/2013 10:02:46		155
22/04/2013 14:14:10		155
26/02/2013 11:55:37		156
26/02/2013 11:56:03		156
26/02/2013 13:06:44		156
27/02/2013 10:02:53		156
28/02/2013 05:27:31		156
08/03/2013 00:52:57		156
12/03/2013 16:00:45		156
26/04/2013 02:41:20		156
03/03/2013 10:45:33		157
20/03/2013 23:11:45		157
03/03/2013 10:45:37		158
12/03/2013 15:49:20		158
23/05/2013 00:06:40		158
23/05/2013 00:07:02		158
08/03/2013 15:53:45		159
08/03/2013 23:40:32		159
15/04/2013 22:03:27		159
23/05/2013 00:07:38		159
23/05/2013 00:08:06		159
23/05/2013 00:08:15		159
23/05/2013 00:08:23		159
23/05/2013 00:09:06		159
24/05/2013 13:17:33		159
12/03/2013 15:56:11		160
21/04/2013 22:23:11		160
22/04/2013 14:35:44		160
22/04/2013 14:35:50		160
22/04/2013 14:35:51		160
22/04/2013 14:37:47		160
08/05/2013 12:01:13		160
23/05/2013 00:08:11		160
29/05/2013 14:23:25		160
12/03/2013 15:48:28		161
22/04/2013 14:38:13		161
12/03/2013 15:53:02		162
23/03/2013 04:50:44		163
28/04/2013 08:50:10		163
28/03/2013 14:01:03		166
02/05/2013 21:33:43		166
28/03/2013 14:01:03		169
29/03/2013 14:56:52		169
03/04/2013 22:17:59		172
03/04/2013 22:18:12		172
03/04/2013 22:19:09		172
03/04/2013 22:20:05		172
03/04/2013 22:20:20		172
03/04/2013 22:20:24		172
03/04/2013 22:21:09		172
05/04/2013 02:19:01		172
22/04/2013 14:41:36		172
10/05/2013 17:20:22		172
15/04/2013 22:00:39		173
21/04/2013 10:35:58		173
21/04/2013 10:36:04		173
21/04/2013 10:36:19		173
21/04/2013 10:46:17		173
24/05/2013 13:24:35		173
18/04/2013 04:25:18		174
18/04/2013 09:55:32		174
22/04/2013 14:04:11		174
26/04/2013 02:40:43		174
26/04/2013 16:31:17		175
25/04/2013 17:39:50		176
26/04/2013 01:50:44		176
26/04/2013 02:40:38		176
26/04/2013 13:25:27		176
27/04/2013 09:03:23		176
03/05/2013 18:04:21		176
04/05/2013 18:27:03		176
25/04/2013 19:51:39		178
25/04/2013 23:31:44		178
26/04/2013 01:52:52		178
26/04/2013 02:26:49		178
26/04/2013 02:30:57		178
26/04/2013 02:41:32		178
26/04/2013 13:19:12		178
04/05/2013 18:27:04		178
26/04/2013 01:51:55		179
27/04/2013 09:03:13		179
04/05/2013 18:26:39		179
02/05/2013 21:39:37		180
23/05/2013 18:23:01		180
23/05/2013 20:58:06		180
02/05/2013 21:34:17		183
04/05/2013 05:23:45		183
04/05/2013 18:26:43		183
23/05/2013 18:22:33		183
23/05/2013 20:58:01		183
04/05/2013 13:59:59		190
04/05/2013 14:00:42		190
04/05/2013 18:26:44		190
05/05/2013 04:58:25		190
05/05/2013 19:31:02		190
06/05/2013 05:41:08		190
23/05/2013 00:09:48		190
23/05/2013 00:50:13		190
23/05/2013 01:48:18		190
23/05/2013 18:22:13		190
14/05/2013 03:54:45		198
23/05/2013 00:06:02		198
23/05/2013 00:09:43		198
23/05/2013 18:21:59		198
23/05/2013 18:22:11		198
27/05/2013 01:21:21		200
27/05/2013 01:20:12		202
27/05/2013 01:16:46		203
27/05/2013 01:17:54		204
27/05/2013 01:22:34		205
29/05/2013 14:22:06		207
29/05/2013 14:25:36		207
29/05/2013 14:28:59		207
29/05/2013 14:32:21		207
29/05/2013 14:36:00		207
29/05/2013 14:39:38		207
29/05/2013 14:42:48		207
29/05/2013 14:45:51		207
