Date	UserId	MixId
17/09/2012 13:49:22		21
17/09/2012 13:58:12		31
17/09/2012 15:00:35		31
17/09/2012 15:32:01		31
17/09/2012 15:55:17		31
17/09/2012 15:55:39		31
17/09/2012 16:10:39		31
17/09/2012 16:12:31		28
17/09/2012 16:22:41		31
17/09/2012 16:34:05		31
17/09/2012 16:34:24		31
17/09/2012 16:49:13		31
17/09/2012 22:01:24		28
17/09/2012 22:32:13		28
17/09/2012 22:37:11		31
17/09/2012 22:43:12		31
17/09/2012 22:58:21		28
18/09/2012 03:31:57		31
18/09/2012 03:34:40		31
18/09/2012 03:34:49		31
18/09/2012 08:45:11		31
18/09/2012 11:09:02		31
18/09/2012 12:24:41		21
18/09/2012 12:26:38		20
18/09/2012 15:23:36		31
18/09/2012 16:22:55		31
18/09/2012 16:34:55		31
18/09/2012 16:36:44		21
18/09/2012 16:37:57		20
18/09/2012 17:09:15		31
18/09/2012 17:09:15		31
18/09/2012 17:55:40		31
18/09/2012 18:05:30		21
18/09/2012 19:38:11		31
18/09/2012 21:46:36		31
19/09/2012 02:06:12		28
19/09/2012 02:07:56		28
19/09/2012 04:30:33		31
19/09/2012 10:33:29		31
19/09/2012 13:46:30		31
19/09/2012 13:59:35		31
19/09/2012 14:54:37		31
19/09/2012 21:52:22		3
20/09/2012 00:01:32		31
20/09/2012 09:06:11		19
20/09/2012 13:37:59		21
20/09/2012 13:53:23		19
20/09/2012 14:36:48		19
20/09/2012 21:28:37		19
20/09/2012 21:28:45		6
20/09/2012 21:28:48		6
20/09/2012 21:28:56		5
20/09/2012 21:29:00		5
20/09/2012 21:29:00		5
20/09/2012 21:29:01		5
20/09/2012 21:29:01		5
20/09/2012 21:29:04		5
20/09/2012 21:29:11		4
20/09/2012 21:29:43		6
20/09/2012 21:29:43		6
20/09/2012 21:29:43		6
20/09/2012 21:29:44		6
20/09/2012 21:29:46		19
20/09/2012 21:29:47		19
20/09/2012 21:29:57		19
20/09/2012 21:29:58		19
20/09/2012 21:29:58		19
20/09/2012 21:29:59		19
20/09/2012 21:31:43		5
20/09/2012 21:31:43		5
20/09/2012 21:31:44		5
20/09/2012 21:31:55		19
20/09/2012 21:31:55		19
20/09/2012 21:31:55		19
21/09/2012 09:41:07		3
21/09/2012 09:46:27		37
21/09/2012 10:10:46		37
21/09/2012 10:18:56		37
21/09/2012 10:58:27		37
21/09/2012 11:38:54		28
21/09/2012 11:44:02		28
21/09/2012 11:44:23		31
21/09/2012 11:45:51		28
21/09/2012 11:47:28		37
21/09/2012 11:49:08		31
21/09/2012 14:20:43		19
21/09/2012 14:23:53		19
21/09/2012 14:32:26		19
21/09/2012 14:34:50		19
21/09/2012 14:37:55		19
21/09/2012 15:21:21		19
22/09/2012 17:07:43		31
23/09/2012 17:02:55		31
23/09/2012 19:25:18		37
24/09/2012 12:28:08		37
24/09/2012 12:28:13		28
24/09/2012 13:46:19		37
24/09/2012 13:48:00		28
24/09/2012 13:48:22		21
24/09/2012 13:56:47		37
24/09/2012 14:00:48		31
24/09/2012 14:02:05		20
24/09/2012 14:02:36		5
24/09/2012 14:05:45		21
24/09/2012 14:09:02		6
24/09/2012 14:11:33		3
24/09/2012 14:12:41		31
24/09/2012 14:52:42		37
24/09/2012 14:52:45		37
24/09/2012 16:10:46		37
24/09/2012 16:43:43		19
24/09/2012 17:15:00		19
24/09/2012 18:32:11		37
24/09/2012 20:35:47		5
25/09/2012 09:30:51		19
25/09/2012 11:10:23		19
25/09/2012 11:37:32		19
25/09/2012 13:44:50		21
25/09/2012 19:26:53		37
25/09/2012 20:39:40		19
25/09/2012 23:11:03		21
25/09/2012 23:45:52		37
26/09/2012 05:36:43		3
26/09/2012 06:36:38		4
26/09/2012 09:33:23		19
26/09/2012 09:36:02		19
26/09/2012 11:25:54		19
26/09/2012 11:57:43		19
26/09/2012 12:07:05		19
26/09/2012 14:53:34		19
26/09/2012 15:20:38		37
26/09/2012 15:24:24		3
26/09/2012 15:59:59		37
26/09/2012 16:00:17		31
26/09/2012 16:02:18		37
26/09/2012 16:02:50		3
26/09/2012 16:03:41		5
26/09/2012 16:05:16		37
26/09/2012 16:05:31		3
26/09/2012 16:06:26		28
26/09/2012 16:57:17		3
26/09/2012 17:15:26		3
26/09/2012 17:24:55		3
26/09/2012 17:26:51		37
26/09/2012 17:28:29		3
26/09/2012 17:44:01		3
26/09/2012 17:52:08		3
26/09/2012 17:57:29		3
26/09/2012 18:00:13		3
26/09/2012 18:04:19		3
26/09/2012 18:07:17		3
26/09/2012 18:41:51		3
26/09/2012 19:23:50		3
26/09/2012 19:28:23		3
26/09/2012 20:42:25		37
26/09/2012 20:49:57		5
26/09/2012 22:07:13		3
26/09/2012 23:07:53		31
27/09/2012 01:14:33		31
27/09/2012 08:07:34		19
27/09/2012 11:27:25		31
27/09/2012 11:28:00		37
27/09/2012 11:28:18		28
27/09/2012 12:21:52		31
27/09/2012 12:30:34		21
27/09/2012 13:13:35		37
27/09/2012 13:19:46		37
27/09/2012 13:19:46		37
27/09/2012 13:31:11		21
27/09/2012 13:37:09		21
27/09/2012 13:38:41		19
27/09/2012 13:45:00		6
27/09/2012 13:45:13		31
27/09/2012 14:03:25		37
27/09/2012 14:11:27		3
27/09/2012 14:25:59		5
27/09/2012 16:28:01		37
27/09/2012 16:32:37		21
27/09/2012 17:06:36		19
27/09/2012 19:10:39		37
27/09/2012 21:22:50		37
27/09/2012 21:42:50		21
27/09/2012 21:59:52		21
27/09/2012 22:44:08		19
27/09/2012 23:16:43		21
27/09/2012 23:51:42		37
28/09/2012 00:11:16		37
28/09/2012 01:22:05		37
28/09/2012 01:54:08		21
28/09/2012 01:59:14		21
28/09/2012 03:10:50		21
28/09/2012 03:45:20		21
28/09/2012 04:44:04		3
28/09/2012 05:01:03		21
28/09/2012 07:37:04		28
28/09/2012 10:50:23		37
28/09/2012 12:25:28		19
28/09/2012 15:06:30		6
28/09/2012 15:24:24		5
28/09/2012 16:22:02		5
28/09/2012 16:28:43		5
28/09/2012 19:46:57		21
28/09/2012 19:55:20		6
28/09/2012 19:55:36		20
28/09/2012 19:58:43		21
28/09/2012 20:07:54		3
28/09/2012 21:17:50		21
29/09/2012 01:22:48		6
29/09/2012 01:32:33		6
29/09/2012 08:22:12		6
29/09/2012 08:22:30		6
29/09/2012 08:22:58		6
29/09/2012 08:23:19		6
29/09/2012 08:23:41		6
29/09/2012 08:24:00		6
29/09/2012 08:24:15		6
29/09/2012 08:24:34		6
29/09/2012 08:24:51		6
29/09/2012 08:25:08		6
29/09/2012 08:25:30		6
29/09/2012 08:25:47		6
29/09/2012 08:26:07		6
29/09/2012 08:26:27		6
29/09/2012 09:34:39		37
29/09/2012 13:06:53		21
29/09/2012 16:29:09		39
29/09/2012 16:33:37		39
29/09/2012 17:35:30		3
29/09/2012 17:50:39		3
29/09/2012 18:21:18		21
29/09/2012 19:15:40		3
29/09/2012 19:15:52		3
30/09/2012 12:26:30		21
01/10/2012 13:31:01		21
01/10/2012 13:37:09		39
01/10/2012 13:37:23		20
01/10/2012 13:38:58		5
01/10/2012 14:32:21		39
01/10/2012 14:38:05		19
01/10/2012 14:43:59		39
01/10/2012 16:49:55		5
01/10/2012 19:50:32		21
01/10/2012 20:18:05		19
01/10/2012 21:40:59		6
02/10/2012 00:49:40		39
02/10/2012 00:51:11		37
02/10/2012 10:53:45		39
02/10/2012 12:11:10		37
02/10/2012 12:32:36		39
02/10/2012 14:06:59		21
02/10/2012 14:36:25		39
02/10/2012 14:37:17		39
03/10/2012 00:48:12		19
03/10/2012 10:35:18		39
03/10/2012 10:35:48		39
03/10/2012 11:29:02		39
03/10/2012 12:12:02		39
03/10/2012 13:34:49		3
03/10/2012 14:48:43		4
04/10/2012 07:54:35		39
04/10/2012 09:08:08		39
04/10/2012 10:08:02		39
04/10/2012 11:04:22		39
04/10/2012 11:34:21		39
04/10/2012 15:38:16		39
04/10/2012 15:48:12		31
04/10/2012 17:03:57		40
04/10/2012 17:25:46		40
04/10/2012 17:27:27		40
04/10/2012 21:49:09		40
04/10/2012 21:49:40		40
04/10/2012 21:55:41		40
04/10/2012 21:56:05		40
05/10/2012 00:18:47		40
05/10/2012 01:25:11		39
05/10/2012 06:21:42		37
05/10/2012 09:44:32		31
05/10/2012 10:10:22		3
05/10/2012 10:13:44		3
05/10/2012 10:39:41		37
05/10/2012 12:25:54		41
05/10/2012 12:40:02		41
05/10/2012 13:06:47		5
05/10/2012 13:08:18		19
05/10/2012 13:09:10		6
05/10/2012 13:11:06		40
05/10/2012 13:11:46		40
05/10/2012 13:12:24		40
05/10/2012 13:25:17		20
05/10/2012 13:28:24		41
05/10/2012 13:28:52		41
05/10/2012 13:40:15		41
05/10/2012 15:21:42		41
05/10/2012 17:40:26		4
05/10/2012 18:35:23		41
06/10/2012 00:08:05		41
06/10/2012 08:45:18		5
06/10/2012 08:54:14		5
06/10/2012 09:27:09		41
06/10/2012 09:27:19		41
06/10/2012 09:27:31		41
06/10/2012 09:27:43		41
06/10/2012 10:07:12		43
06/10/2012 10:07:55		43
06/10/2012 10:07:56		43
06/10/2012 10:30:57		43
06/10/2012 10:31:16		43
06/10/2012 10:41:59		41
06/10/2012 10:43:44		41
06/10/2012 11:10:09		5
06/10/2012 11:10:22		44
06/10/2012 11:10:26		44
06/10/2012 11:10:27		44
06/10/2012 11:10:27		44
06/10/2012 11:10:42		44
06/10/2012 11:28:06		20
06/10/2012 11:29:13		44
06/10/2012 12:07:53		41
06/10/2012 12:09:37		45
06/10/2012 12:43:16		46
06/10/2012 12:43:30		41
06/10/2012 12:52:33		41
06/10/2012 13:08:48		45
06/10/2012 13:11:45		41
06/10/2012 13:13:09		41
06/10/2012 13:19:41		41
06/10/2012 15:27:31		46
06/10/2012 15:27:47		46
06/10/2012 15:27:47		46
06/10/2012 15:28:04		46
06/10/2012 18:39:36		46
06/10/2012 20:36:17		46
06/10/2012 20:37:18		46
06/10/2012 20:48:14		46
06/10/2012 20:48:42		45
06/10/2012 20:49:04		40
06/10/2012 20:54:33		45
06/10/2012 20:54:39		45
06/10/2012 21:11:36		46
06/10/2012 22:10:14		39
06/10/2012 22:41:54		40
06/10/2012 22:42:44		3
06/10/2012 23:35:31		21
06/10/2012 23:58:17		44
07/10/2012 01:10:31		43
07/10/2012 08:35:48		41
07/10/2012 09:51:15		41
07/10/2012 11:05:36		5
07/10/2012 11:07:50		5
07/10/2012 13:00:07		21
07/10/2012 19:40:38		41
07/10/2012 20:03:47		31
07/10/2012 22:43:16		44
07/10/2012 22:52:44		44
07/10/2012 23:31:54		45
08/10/2012 00:50:16		40
08/10/2012 01:00:46		45
08/10/2012 01:52:03		39
08/10/2012 09:27:46		46
08/10/2012 10:39:27		46
08/10/2012 13:35:32		46
08/10/2012 13:40:45		40
08/10/2012 13:46:09		46
08/10/2012 14:03:29		46
08/10/2012 14:53:02		45
08/10/2012 15:07:22		46
08/10/2012 15:18:20		47
08/10/2012 15:18:39		47
08/10/2012 18:26:57		47
08/10/2012 21:09:35		48
08/10/2012 21:10:36		47
09/10/2012 00:05:39		48
09/10/2012 00:12:36		41
09/10/2012 00:12:45		37
09/10/2012 00:44:30		49
09/10/2012 01:11:42		49
09/10/2012 01:11:57		49
09/10/2012 01:12:13		49
09/10/2012 01:14:09		48
09/10/2012 01:18:48		48
09/10/2012 02:41:16		49
09/10/2012 02:42:08		49
09/10/2012 02:49:08		49
09/10/2012 10:56:06		19
09/10/2012 10:56:30		49
09/10/2012 11:08:18		47
09/10/2012 12:01:56		46
09/10/2012 12:02:11		44
09/10/2012 12:03:49		49
09/10/2012 17:42:57		40
09/10/2012 21:57:06		48
09/10/2012 22:17:40		49
09/10/2012 22:30:34		47
09/10/2012 23:54:27		49
10/10/2012 01:46:35		48
10/10/2012 02:13:51		47
10/10/2012 07:23:34		45
10/10/2012 09:19:10		48
10/10/2012 10:36:11		48
10/10/2012 11:01:48		48
10/10/2012 11:11:38		49
10/10/2012 18:01:26		50
10/10/2012 18:09:42		50
10/10/2012 18:41:58		50
10/10/2012 19:23:10		50
10/10/2012 22:22:10		3
10/10/2012 23:04:11		3
10/10/2012 23:04:43		28
10/10/2012 23:23:14		49
10/10/2012 23:23:33		20
11/10/2012 00:16:54		47
11/10/2012 00:17:06		48
11/10/2012 00:17:29		46
11/10/2012 08:10:11		50
11/10/2012 09:01:47		52
11/10/2012 13:14:48		52
11/10/2012 13:20:57		50
11/10/2012 14:36:58		52
11/10/2012 14:37:15		52
11/10/2012 18:11:23		5
11/10/2012 18:11:59		52
11/10/2012 18:17:32		50
11/10/2012 18:39:31		52
11/10/2012 18:45:12		52
11/10/2012 18:49:35		48
11/10/2012 18:50:02		48
11/10/2012 18:50:06		44
11/10/2012 19:51:57		52
11/10/2012 20:21:23		52
11/10/2012 20:22:32		45
11/10/2012 20:27:40		50
11/10/2012 20:32:32		48
11/10/2012 20:58:25		52
11/10/2012 21:18:11		50
11/10/2012 21:18:47		41
11/10/2012 21:33:52		50
11/10/2012 21:35:26		52
11/10/2012 21:36:15		48
11/10/2012 22:05:14		52
11/10/2012 22:41:31		52
11/10/2012 22:45:03		52
11/10/2012 23:30:15		40
11/10/2012 23:50:59		52
11/10/2012 23:54:08		46
12/10/2012 00:11:18		31
12/10/2012 00:55:58		49
12/10/2012 01:19:54		49
12/10/2012 01:20:05		49
12/10/2012 01:20:06		49
12/10/2012 01:20:06		49
12/10/2012 01:20:10		50
12/10/2012 01:57:27		21
12/10/2012 08:09:10		52
12/10/2012 08:12:26		52
12/10/2012 09:30:04		52
12/10/2012 10:29:29		52
12/10/2012 10:35:16		48
12/10/2012 11:54:54		49
12/10/2012 13:27:33		52
12/10/2012 13:46:30		52
12/10/2012 13:47:23		50
12/10/2012 13:48:15		40
12/10/2012 13:49:04		21
12/10/2012 15:24:30		50
12/10/2012 15:32:02		52
12/10/2012 16:34:04		52
12/10/2012 16:34:04		52
12/10/2012 17:03:49		49
12/10/2012 17:46:03		50
12/10/2012 17:48:19		44
12/10/2012 18:44:35		52
12/10/2012 18:44:35		52
12/10/2012 23:37:04		39
13/10/2012 00:43:45		52
13/10/2012 07:30:12		50
13/10/2012 10:13:05		52
13/10/2012 10:13:07		52
13/10/2012 12:09:41		52
13/10/2012 13:15:37		52
13/10/2012 13:18:06		49
13/10/2012 17:57:53		52
13/10/2012 22:49:00		52
14/10/2012 00:02:22		50
14/10/2012 06:55:31		49
14/10/2012 09:11:37		52
14/10/2012 10:21:34		48
14/10/2012 11:44:37		52
14/10/2012 12:55:28		46
14/10/2012 13:11:57		47
14/10/2012 13:34:42		45
14/10/2012 14:09:23		52
14/10/2012 14:10:30		19
14/10/2012 14:10:32		19
14/10/2012 14:10:46		19
14/10/2012 14:58:04		46
14/10/2012 16:33:13		52
14/10/2012 16:49:09		45
14/10/2012 18:04:39		52
14/10/2012 18:06:22		47
14/10/2012 23:46:22		52
14/10/2012 23:48:05		21
15/10/2012 00:47:00		50
15/10/2012 02:27:13		45
15/10/2012 13:25:46		52
15/10/2012 16:10:53		47
15/10/2012 17:57:36		40
15/10/2012 22:40:36		50
15/10/2012 23:34:46		52
16/10/2012 00:06:09		49
16/10/2012 01:10:59		46
16/10/2012 02:10:02		37
16/10/2012 08:48:59		48
16/10/2012 10:29:17		37
16/10/2012 15:54:55		48
16/10/2012 16:45:09		48
16/10/2012 16:48:59		37
16/10/2012 16:49:39		37
16/10/2012 17:15:02		46
16/10/2012 18:03:52		52
16/10/2012 18:04:39		52
16/10/2012 18:25:23		50
16/10/2012 19:48:54		52
16/10/2012 22:12:03		52
16/10/2012 22:12:05		52
16/10/2012 22:17:48		47
16/10/2012 22:17:53		47
16/10/2012 22:17:54		47
17/10/2012 22:54:45		52
17/10/2012 22:55:00		52
17/10/2012 22:55:09		52
17/10/2012 23:22:07		62
17/10/2012 23:27:52		62
17/10/2012 23:31:17		62
17/10/2012 23:52:18		40
17/10/2012 23:52:36		37
18/10/2012 00:03:35		62
18/10/2012 00:05:51		62
18/10/2012 00:43:03		62
18/10/2012 00:50:00		62
18/10/2012 02:49:04		52
18/10/2012 07:46:03		62
18/10/2012 08:17:09		62
18/10/2012 10:28:13		48
18/10/2012 10:29:31		62
18/10/2012 10:29:55		48
18/10/2012 13:08:06		52
18/10/2012 13:57:30		40
18/10/2012 14:06:35		62
18/10/2012 14:08:08		44
18/10/2012 14:09:10		62
18/10/2012 14:13:39		52
18/10/2012 14:18:09		37
18/10/2012 14:18:30		46
18/10/2012 14:21:11		31
18/10/2012 14:21:17		40
18/10/2012 14:21:30		52
18/10/2012 14:25:32		48
18/10/2012 14:27:32		49
18/10/2012 14:30:08		6
18/10/2012 14:34:19		19
18/10/2012 14:42:42		21
18/10/2012 15:11:55		62
18/10/2012 15:30:20		39
18/10/2012 15:36:38		50
18/10/2012 15:49:33		47
18/10/2012 16:09:22		46
18/10/2012 16:19:37		45
18/10/2012 16:29:20		44
18/10/2012 16:49:08		40
18/10/2012 16:57:08		40
18/10/2012 17:04:06		28
18/10/2012 17:05:11		28
18/10/2012 17:13:56		37
18/10/2012 17:21:22		41
18/10/2012 17:46:41		52
18/10/2012 17:47:50		40
18/10/2012 17:48:13		62
18/10/2012 17:50:33		50
18/10/2012 17:51:36		46
18/10/2012 17:57:45		52
18/10/2012 18:03:31		49
18/10/2012 22:59:46		62
19/10/2012 00:48:08		62
19/10/2012 08:20:05		52
19/10/2012 10:56:15		52
19/10/2012 10:57:23		52
19/10/2012 11:51:35		52
19/10/2012 11:57:12		62
19/10/2012 12:58:52		62
19/10/2012 13:38:47		52
19/10/2012 13:45:40		48
19/10/2012 13:54:18		48
19/10/2012 14:06:39		62
19/10/2012 14:06:50		62
19/10/2012 14:13:12		49
19/10/2012 14:13:39		52
19/10/2012 14:14:00		62
19/10/2012 14:16:17		52
19/10/2012 17:36:30		52
19/10/2012 17:39:08		31
19/10/2012 20:53:33		57
19/10/2012 21:32:18		62
19/10/2012 21:33:48		47
19/10/2012 21:36:50		62
19/10/2012 21:52:34		57
19/10/2012 21:56:22		57
20/10/2012 00:49:29		52
20/10/2012 07:10:20		62
21/10/2012 13:44:56		62
22/10/2012 14:54:49		57
22/10/2012 14:56:07		48
22/10/2012 15:02:03		60
22/10/2012 16:24:27		49
22/10/2012 16:32:55		44
22/10/2012 16:43:39		62
22/10/2012 17:35:19		62
23/10/2012 11:56:48		65
23/10/2012 12:32:27		65
23/10/2012 13:29:24		65
23/10/2012 15:47:37		65
23/10/2012 16:43:12		65
23/10/2012 17:01:33		66
23/10/2012 17:18:31		66
23/10/2012 17:36:06		66
23/10/2012 17:52:51		66
23/10/2012 17:55:06		66
23/10/2012 18:19:52		66
23/10/2012 18:21:06		66
23/10/2012 18:25:29		66
23/10/2012 19:06:08		66
23/10/2012 19:37:56		67
23/10/2012 19:41:02		66
23/10/2012 20:36:55		65
23/10/2012 21:09:41		67
23/10/2012 21:29:39		67
23/10/2012 21:42:06		65
23/10/2012 21:54:49		67
23/10/2012 21:54:54		67
23/10/2012 21:56:01		37
23/10/2012 22:11:46		67
23/10/2012 22:46:15		67
23/10/2012 22:54:31		66
23/10/2012 23:09:19		66
23/10/2012 23:10:05		67
23/10/2012 23:10:58		62
23/10/2012 23:23:35		49
23/10/2012 23:44:30		50
24/10/2012 00:21:17		68
24/10/2012 08:42:46		67
24/10/2012 10:01:01		67
24/10/2012 10:32:39		46
24/10/2012 12:42:24		66
24/10/2012 13:44:38		67
24/10/2012 14:58:51		65
24/10/2012 15:40:18		40
24/10/2012 17:11:10		68
24/10/2012 17:22:31		68
24/10/2012 17:48:35		68
24/10/2012 17:49:57		68
24/10/2012 17:50:30		68
24/10/2012 17:54:47		68
24/10/2012 17:55:08		68
24/10/2012 17:55:31		68
24/10/2012 17:56:58		68
24/10/2012 17:57:19		67
24/10/2012 18:01:22		66
24/10/2012 18:02:41		68
24/10/2012 18:05:34		67
24/10/2012 18:05:45		66
24/10/2012 18:13:52		67
24/10/2012 18:14:30		68
24/10/2012 18:30:58		68
24/10/2012 19:29:23		68
24/10/2012 19:31:51		68
24/10/2012 19:32:23		68
24/10/2012 20:09:21		68
24/10/2012 20:15:33		68
24/10/2012 20:26:14		66
24/10/2012 20:26:24		68
24/10/2012 20:39:39		68
24/10/2012 21:01:06		68
24/10/2012 21:26:14		68
24/10/2012 21:42:41		68
24/10/2012 21:49:15		68
24/10/2012 22:03:41		68
24/10/2012 22:03:47		67
24/10/2012 22:05:20		68
24/10/2012 22:24:32		67
24/10/2012 22:26:58		52
24/10/2012 22:50:34		68
24/10/2012 23:08:48		65
24/10/2012 23:25:42		68
25/10/2012 00:21:13		68
25/10/2012 07:44:18		68
25/10/2012 07:46:33		68
25/10/2012 07:46:36		68
25/10/2012 07:46:59		68
25/10/2012 07:58:28		68
25/10/2012 07:58:35		68
25/10/2012 08:02:55		68
25/10/2012 08:16:41		68
25/10/2012 08:52:50		68
25/10/2012 09:25:22		68
25/10/2012 11:33:22		68
25/10/2012 12:06:26		68
25/10/2012 12:23:13		66
25/10/2012 12:31:24		68
